Symbol,Company,Description,Sector,Industry,Weights
JHX,James Hardie Industries plc,"James Hardie Industries plc manufactures and sells fiber cement, fiber gypsum, and cement bonded building products for interior and exterior building construction applications primarily in the United States, Australia, Europe, New Zealand, and the Philippines. The company operates through North America Fiber Cement, Asia Pacific Fiber Cement, and Europe Building Products segments. It offers fiber cement interior linings, exterior siding products, and related accessories; and various fiber cement products for a range of applications, including external cladding, internal walls, ceilings, floors, soffits, fences, and facades. The company also provides fiber gypsum and cement-bonded boards for use in the timber frame construction, dry lining, DIY, and structural fire protection applications. Its products are used in residential repair and remodel, and commercial and residential new construction markets James Hardie Industries plc was founded in 1888 and is based in Dublin, Ireland.",Basic Materials,Building Materials,0.08%
7182,N/A,N/A,N/A,N/A,N/A
8830,N/A,N/A,N/A,N/A,N/A
SGSN,N/A,N/A,N/A,N/A,N/A
823,N/A,N/A,N/A,N/A,N/A
IHG,InterContinental Hotels Group PLC,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",Consumer Cyclical,Lodging,0.08%
4307,N/A,N/A,N/A,N/A,N/A
CCEP,Coca-Cola Europacific Partners PLC,"Coca-Cola Europacific Partners PLC, together with its subsidiaries, produces, distributes, and sells a range of non-alcoholic ready to drink beverages. It offers flavours, mixers, and energy drinks; soft drinks, waters, enhanced water, and isotonic drinks; and ready-to-drink tea and coffee, juices, and other drinks. The company provides its products under the Coca-Cola, Diet Coke, Coca-Cola Zero Sugar, Fanta, Sprite, Monster Energy, Coca-Cola Energy, Relentless, nalu, URGE, BURN, Kuli, REIGN, POWERADE, Appletiser, Schweppes, FINLEY, mezzo mix, Royal Bliss, Lift, Vio SCHORLE, Coca-Cola Signature Mixers, NORDIC MIST, smartwater, Chaudfontaine, AQUARIUS, VILAS del Turbon, BONAQUA, Apollinaris, Krystal, Honest, Costa Coffee, Fuzetea, CHAQWA, NESTEA, Capri-Sun, Oasis, Minute Maid, MER, and Tropico brands. In addition, it engages in the bottling and other operations. The company was formerly known as Coca-Cola European Partners plc and changed its name to Coca-Cola Europacific Partners PLC in May 2021. Coca-Cola Europacific Partners PLC was founded in 1904 and is based in Uxbridge, the United Kingdom.",Consumer Defensive,Beverages - Non-Alcoholic,0.08%
2801,N/A,N/A,N/A,N/A,N/A
SGE,"Strong Global Entertainment, Inc.","Strong Global Entertainment, Inc. manufactures and distributes projection screens and customized screen support systems in North America, South America, Asia, and internationally. It also distributes digital cinema equipment and provides technical support services to the entertainment industry. In addition, the company offers eclipse curvilinear screens for use in theme parks and immersive exhibitions, and military simulation applications; and projectors, servers, audio systems, and other third-party products, including lenses and lamps. Further, it provides technical support services, such as digital projection equipment installation and after-sale maintenance, and network support services to the cinema operators. The company was incorporated in 2021 and is headquartered in Charlotte, North Carolina. Strong Global Entertainment, Inc. operates as a subsidiary of Strong/MDI Screen Systems, Inc.",Technology,Computer Hardware,0.08%
9101,N/A,N/A,N/A,N/A,N/A
7309,N/A,N/A,N/A,N/A,N/A
LISN,N/A,N/A,N/A,N/A,N/A
Z74,N/A,N/A,N/A,N/A,N/A
SOON,N/A,N/A,N/A,N/A,N/A
2,N/A,N/A,N/A,N/A,N/A
669,N/A,N/A,N/A,N/A,N/A
HEN3,N/A,N/A,N/A,N/A,N/A
INF,N/A,N/A,N/A,N/A,N/A
4911,N/A,N/A,N/A,N/A,N/A
0A00,N/A,N/A,N/A,N/A,N/A
KRZ,N/A,N/A,N/A,N/A,N/A
BNZL,N/A,N/A,N/A,N/A,N/A
CBK,N/A,N/A,N/A,N/A,N/A
BXB,N/A,N/A,N/A,N/A,N/A
8308,N/A,N/A,N/A,N/A,N/A
BNR,Burning Rock Biotech Limited,"Burning Rock Biotech Limited primarily develops and commercializes cancer therapy selection tests in the People's Republic of China. It operates in three segments: Central Laboratory Business, In-Hospital Business, and Pharma Research and Development Services. The company primarily offers next-generation sequencing-based tissue and liquid biopsy cancer therapy selection and prognosis prediction tests for various range of cancer types, including lung cancer, gastrointestinal cancer, prostate cancer, breast cancer, lymphomas, thyroid cancer, colorectal cancer, ovarian cancer, pancreatic cancer, and bladder cancer using tissue and liquid biopsy samples. Its principal products include OncoCompass IO, a corresponding test for liquid biopsy samples; OncoScreen IO, a pan-cancer test for tissue samples; and OncoCompass Target, a ctDNA liquid biopsy-based test for NSCLC. In addition, the company provides ColonCore for assessing microsatellite loci related to MSI status and detecting mutations in genes associated with gastrointestinal cancers; and brPROPHET, a pre-operative ctDNA detection and post-operative MRD calling for relapsed patients. Further, it has development and commercialization agreement with Myriad Genetics, Inc. to in-license Myriad myChoice tumor testing in China; licensing agreement with Oncocyte Corporation to in-license DetermaRx, a risk stratification test for early stage lung cancer patients in China; and collaborations on clinical trials and research studies with AstraZeneca, Bayer, Johnson & Johnson, CStone, BeiGene, Abbisko Therapeutics, and IMPACT Therapeutics and Merck KGaA. Additionally, the company offers OncoMaster, an automatic NGS data analysis and report interpretation machine for in-hospital model. Burning Rock Biotech Limited was incorporated in 2014 and is headquartered in Guangzhou, China.",Healthcare,Diagnostics & Research,0.08%
BAER,"Bridger Aerospace Group Holdings, Inc.","Bridger Aerospace Group Holdings, Inc. provides aerial wildfire management, relief and suppression, and firefighting services to federal and state government agencies in the United States. It offers fire suppression services, such as direct fire suppression aerial firefighting support services for ground crew to drop large amounts of water quickly and directly on wildfires. The company also provides aerial surveillance services, including fire suppression aircraft over an incident and tactical coordination with the incident commander through its manned and unmanned aircraft. It operates an aircraft fleet of 21 planes. The company was founded in 2018 and is headquartered in Belgrade, Montana.",Industrials,Security & Protection Services,0.08%
LISP,N/A,N/A,N/A,N/A,N/A
8604,N/A,N/A,N/A,N/A,N/A
2503,N/A,N/A,N/A,N/A,N/A
COLOB,N/A,N/A,N/A,N/A,N/A
AENA,N/A,N/A,N/A,N/A,N/A
SGRO,N/A,N/A,N/A,N/A,N/A
NXT,Nextracker Inc.,"Nextracker Inc., an energy solutions company, provides solar tracker and software solutions for utility-scale and ground-mounted distributed generation solar projects worldwide. The company offers tracking solutions, which includes NX Horizon, a solar tracking solution; NX Gemini, a two-in-portrait format tracker, which holds two rows of solar panels along the central support beam; and NX Horizon-XTR, a terrain-following tracker designed to expand the addressable market for trackers on sites with sloped, uneven, and challenging terrain. It also provides monitoring and control software solutions including TrueCapture, a solar boosting power plant, which boost plant performance by correcting for shading and diffuse light conditions; and NX Navigator, a mitigating extreme weather risk navigator which helps to maintain optimum tracker equipment health and availability. The company was founded in 2013 and is headquartered in Fremont, California. Nextracker Inc. operates as a subsidiary of Flex Ltd.",Technology,Solar,0.08%
KPN,N/A,N/A,N/A,N/A,N/A
8697,N/A,N/A,N/A,N/A,N/A
FRE,N/A,N/A,N/A,N/A,N/A
TRN,"Trinity Industries, Inc.","Trinity Industries, Inc. provides rail transportation products and services under the TrinityRail name in North America. It operates in two segments, Railcar Leasing and Management Services Group, and Rail Products Group. The Railcar Leasing and Management Services Group segment leases freight and tank railcars; originates and manages railcar leases for third-party investors; and provides fleet maintenance and management services. As of December 31, 2022, it had a fleet of 108,440 railcars. This segment serves industrial shipper and railroad companies operating in agriculture, construction and metals, consumer products, energy, and refined products and chemicals markets. The Rail Products Group segment manufactures freight and tank railcars for transporting various liquids, gases, and dry cargo; and offers railcar maintenance and modification services. This segment serves railroads, leasing companies, and industrial shippers of products in the agriculture, construction and metals, consumer products, energy, and refined products and chemicals markets. It sells or leases products and services through its own sales personnel and independent sales representatives. Trinity Industries, Inc. was incorporated in 1933 and is headquartered in Dallas, Texas.",Industrials,Railroads,0.07%
LUMI,N/A,N/A,N/A,N/A,N/A
7270,N/A,N/A,N/A,N/A,N/A
KRX,N/A,N/A,N/A,N/A,N/A
MONC,N/A,N/A,N/A,N/A,N/A
5020,N/A,N/A,N/A,N/A,N/A
SUN,Sunoco LP,"Sunoco LP, together with its subsidiaries, distributes and retails motor fuels in the United States. It operates in two segments, Fuel Distribution and Marketing, and All Other. The company's Fuel Distribution and Marketing segment purchases motor fuel from independent refiners and oil companies and supplies it to independently operated dealer stations, distributors and other consumer of motor fuel to commission agent locations. It's All Other segment includes partnership credit card services, franchise royalties, and retail operations; and offers credit card processing, car washes, lottery, automated teller machines, money order, prepaid phone cards, and wireless services. The company owns and operates retail stores under the APlus and Aloha Island Mart brand names; and offers food, beverages, snacks, grocery and non-food merchandise, motor fuels, and other services. Sunoco LP was formerly known as Susser Petroleum Partners LP and changed its name to Sunoco LP in 2014. The company was founded in 1886 and is headquartered in Dallas, Texas.",Energy,Oil & Gas Refining & Marketing,0.07%
